"","Location","Sample","logMFI","Dilution","antigen","file_name","flagged_run","date_plate","min","max","lower_bound","upper_bound","Flag","Conc","trim_lo","trim_up"
"Rh220_1.74","74(1,B10)","NS1066",3.89182029811063,1000,"Rh220","p1_copy.csv","",NA,3.80666248977032,9.79062178941038,NA,9.22413395452614,"",0.00829482888813781,3.80666248977032,9.22413395452614
"Rh220_1.75","75(1,C10)","NS1050",8.13681086367554,1000,"Rh220","p1_copy.csv","",NA,3.80666248977032,9.79062178941038,NA,9.22413395452614,"",0.118530290329835,3.80666248977032,9.22413395452614
"Rh220_1.76","76(1,D10)","NS1103",6.37161184723186,1000,"Rh220","p1_copy.csv","",NA,3.80666248977032,9.79062178941038,NA,9.22413395452614,"",0.0370827555255187,3.80666248977032,9.22413395452614
"Rh220_1.77","77(1,E10)","NS1108",3.78418963391826,1000,"Rh220","p1_copy.csv","",NA,3.80666248977032,9.79062178941038,NA,9.22413395452614,"below_min",0.00782279787906226,3.80666248977032,9.22413395452614
"Rh220_1.78","78(1,F10)","NS1034",4.0943445622221,1000,"Rh220","p1_copy.csv","",NA,3.80666248977032,9.79062178941038,NA,9.22413395452614,"",0.00950355519119239,3.80666248977032,9.22413395452614
"Rh220_1.79","79(1,G10)","NS1051",5.93224518744801,1000,"Rh220","p1_copy.csv","",NA,3.80666248977032,9.79062178941038,NA,9.22413395452614,"",0.0287685456784902,3.80666248977032,9.22413395452614
"Rh220_1.80","80(1,H10)","NS2030",7.75726497716594,1000,"Rh220","p1_copy.csv","",NA,3.80666248977032,9.79062178941038,NA,9.22413395452614,"",0.0888019421168372,3.80666248977032,9.22413395452614
"Rh220_1.81","81(1,A11)","NS1008",5.80663986009591,1000,"Rh220","p1_copy.csv","",NA,3.80666248977032,9.79062178941038,NA,9.22413395452614,"",0.0267630398480713,3.80666248977032,9.22413395452614
"Rh220_1.82","82(1,B11)","Blank",2.83321334405622,0,"Rh220","p1_copy.csv","",NA,3.80666248977032,9.79062178941038,NA,9.22413395452614,"below_min",0,3.80666248977032,9.22413395452614
"Rh220_1.83","83(1,C11)","NFPOS1",6.91572344863131,1000,"Rh220","p1_copy.csv","",NA,3.80666248977032,9.79062178941038,NA,9.22413395452614,"",0.0512250866552325,3.80666248977032,9.22413395452614
"Rh220_1.84","84(1,D11)","NEG107",5.15039723647141,1000,"Rh220","p1_copy.csv","",NA,3.80666248977032,9.79062178941038,NA,9.22413395452614,"",0.0182846485352508,3.80666248977032,9.22413395452614
"Rh220_1.85","85(1,E11)","Blank",2.89037175789616,0,"Rh220","p1_copy.csv","",NA,3.80666248977032,9.79062178941038,NA,9.22413395452614,"below_min",0,3.80666248977032,9.22413395452614
"Rh220_1.86","86(1,F11)","NFPOS2",6.8653695624857,1000,"Rh220","p1_copy.csv","",NA,3.80666248977032,9.79062178941038,NA,9.22413395452614,"",0.0496820118220214,3.80666248977032,9.22413395452614
"Rh220_1.87","87(1,G11)","NEG108",8.39026849784257,1000,"Rh220","p1_copy.csv","",NA,3.80666248977032,9.79062178941038,NA,9.22413395452614,"",0.147403169001714,3.80666248977032,9.22413395452614
"Rh220_1.88","88(1,H11)","NEG109",6.75402117904009,1000,"Rh220","p1_copy.csv","",NA,3.80666248977032,9.79062178941038,NA,9.22413395452614,"",0.0464604085492739,3.80666248977032,9.22413395452614
"Rh220_1.89","89(1,A12)","1/200",9.81950793874085,200,"Rh220","p1_copy.csv","",NA,3.80666248977032,9.79062178941038,NA,9.22413395452614,"above_max",0.084639950705438,3.80666248977032,9.22413395452614
"Rh220_1.90","90(1,B12)","1/400",9.58822871231411,400,"Rh220","p1_copy.csv","",NA,3.80666248977032,9.79062178941038,NA,9.22413395452614,"above_upper_bound",0.169279901410876,3.80666248977032,9.22413395452614
"Rh220_1.91","91(1,C12)","1/2000",9.32998833424208,2000,"Rh220","p1_copy.csv","",NA,3.80666248977032,9.79062178941038,NA,9.22413395452614,"above_upper_bound",0.84639950705438,3.80666248977032,9.22413395452614
"Rh220_1.92","92(1,D12)","1/8000",8.21229713822977,8000,"Rh220","p1_copy.csv","",NA,3.80666248977032,9.79062178941038,NA,9.22413395452614,"",1.00926646523149,3.80666248977032,9.22413395452614
"Rh220_1.93","93(1,E12)","1/16000",7.20414929203594,16000,"Rh220","p1_copy.csv","",NA,3.80666248977032,9.79062178941038,NA,9.22413395452614,"",0.98039894875618,3.80666248977032,9.22413395452614
"Rh220_1.94","94(1,F12)","1/32000",6.10255859461357,32000,"Rh220","p1_copy.csv","",NA,3.80666248977032,9.79062178941038,NA,9.22413395452614,"",1.0154553895363,3.80666248977032,9.22413395452614
"Rh220_1.95","95(1,G12)","1/64000",4.87519732320115,64000,"Rh220","p1_copy.csv","",NA,3.80666248977032,9.79062178941038,NA,9.22413395452614,"",0.993398410911184,3.80666248977032,9.22413395452614
"Rh220_1.96","96(1,H12)","1/128000",3.80666248977032,128000,"Rh220","p1_copy.csv","",NA,3.80666248977032,9.79062178941038,NA,9.22413395452614,"",1.00131812851997,3.80666248977032,9.22413395452614
"PfSEA_1.1","1(1,A1)","NS1073",5.46383180502561,1000,"PfSEA","p1_copy.csv","",NA,3.49650756146648,8.29554851622576,3.512496802758,7.64023618090648,"",0.112134955881809,3.512496802758,7.64023618090648
"PfSEA_1.2","2(1,B1)","NS2235",6.25190388316589,1000,"PfSEA","p1_copy.csv","",NA,3.49650756146648,8.29554851622576,3.512496802758,7.64023618090648,"",0.220838117898653,3.512496802758,7.64023618090648
"PfSEA_1.3","3(1,C1)","NS1068",3.43398720448515,1000,"PfSEA","p1_copy.csv","",NA,3.49650756146648,8.29554851622576,3.512496802758,7.64023618090648,"below_min",0.0104368647822345,3.512496802758,7.64023618090648
"PfSEA_1.4","4(1,D1)","NS1005",5.71538161049955,1000,"PfSEA","p1_copy.csv","",NA,3.49650756146648,8.29554851622576,3.512496802758,7.64023618090648,"",0.13803033659078,3.512496802758,7.64023618090648
"PfSEA_1.5","5(1,E1)","NS1048",3.46573590279973,1000,"PfSEA","p1_copy.csv","",NA,3.49650756146648,8.29554851622576,3.512496802758,7.64023618090648,"below_min",0.0104368647822345,3.512496802758,7.64023618090648
"PfSEA_1.6","6(1,F1)","NS1269",4.89034912822175,1000,"PfSEA","p1_copy.csv","",NA,3.49650756146648,8.29554851622576,3.512496802758,7.64023618090648,"",0.0701170840459971,3.512496802758,7.64023618090648
"PfSEA_1.7","7(1,G1)","NS2008",7.69666708152646,1000,"PfSEA","p1_copy.csv","",NA,3.49650756146648,8.29554851622576,3.512496802758,7.64023618090648,"above_upper_bound",1.36710932270036,3.512496802758,7.64023618090648
"PfSEA_1.8","8(1,H1)","NS1082",5.8636311755981,1000,"PfSEA","p1_copy.csv","",NA,3.49650756146648,8.29554851622576,3.512496802758,7.64023618090648,"",0.15644771222565,3.512496802758,7.64023618090648
"PfSEA_1.9","9(1,A2)","NS1207",5.54907608489522,1000,"PfSEA","p1_copy.csv","",NA,3.49650756146648,8.29554851622576,3.512496802758,7.64023618090648,"",0.12025505667748,3.512496802758,7.64023618090648
"PfSEA_1.10","10(1,B2)","NS1217",5.70044357339069,1000,"PfSEA","p1_copy.csv","",NA,3.49650756146648,8.29554851622576,3.512496802758,7.64023618090648,"",0.136318061126998,3.512496802758,7.64023618090648
"PfSEA_1.11","11(1,C2)","NS2143",5.54517744447956,1000,"PfSEA","p1_copy.csv","",NA,3.49650756146648,8.29554851622576,3.512496802758,7.64023618090648,"",0.11987008217187,3.512496802758,7.64023618090648
"PfSEA_1.12","12(1,D2)","NS1149",5.2040066870768,1000,"PfSEA","p1_copy.csv","",NA,3.49650756146648,8.29554851622576,3.512496802758,7.64023618090648,"",0.0907381195625363,3.512496802758,7.64023618090648
"PfSEA_1.13","13(1,E2)","NS1205",6.93488394637039,1000,"PfSEA","p1_copy.csv","",NA,3.49650756146648,8.29554851622576,3.512496802758,7.64023618090648,"",0.451936178907907,3.512496802758,7.64023618090648
"PfSEA_1.14","14(1,F2)","NS2092",7.77527584648686,1000,"PfSEA","p1_copy.csv","",NA,3.49650756146648,8.29554851622576,3.512496802758,7.64023618090648,"above_upper_bound",1.36710932270036,3.512496802758,7.64023618090648
"PfSEA_1.15","15(1,G2)","NS1209",5.25749537202778,1000,"PfSEA","p1_copy.csv","",NA,3.49650756146648,8.29554851622576,3.512496802758,7.64023618090648,"",0.0947767170649945,3.512496802758,7.64023618090648
"PfSEA_1.16","16(1,H2)","NS2184",3.93182563272433,1000,"PfSEA","p1_copy.csv","",NA,3.49650756146648,8.29554851622576,3.512496802758,7.64023618090648,"",0.0272510205177808,3.512496802758,7.64023618090648
"PfSEA_1.17","17(1,A3)","NS1105",4.70953020131233,1000,"PfSEA","p1_copy.csv","",NA,3.49650756146648,8.29554851622576,3.512496802758,7.64023618090648,"",0.0601645192021208,3.512496802758,7.64023618090648
"PfSEA_1.18","18(1,B3)","NS1224",8.6109567212284,1000,"PfSEA","p1_copy.csv","",NA,3.49650756146648,8.29554851622576,3.512496802758,7.64023618090648,"above_max",1.36710932270036,3.512496802758,7.64023618090648
"PfSEA_1.19","19(1,C3)","NS2264",7.57660976697304,1000,"PfSEA","p1_copy.csv","",NA,3.49650756146648,8.29554851622576,3.512496802758,7.64023618090648,"",1.1993530282776,3.512496802758,7.64023618090648
"PfSEA_1.20","20(1,D3)","NS1228",6.24804287450843,1000,"PfSEA","p1_copy.csv","",NA,3.49650756146648,8.29554851622576,3.512496802758,7.64023618090648,"",0.220048106202513,3.512496802758,7.64023618090648
"PfSEA_1.21","21(1,E3)","NS1293",5.14749447681345,1000,"PfSEA","p1_copy.csv","",NA,3.49650756146648,8.29554851622576,3.512496802758,7.64023618090648,"",0.086652943163664,3.512496802758,7.64023618090648
"PfSEA_1.22","22(1,F3)","NS2177",4.62005879848184,1000,"PfSEA","p1_copy.csv","",NA,3.49650756146648,8.29554851622576,3.512496802758,7.64023618090648,"",0.0556576636657611,3.512496802758,7.64023618090648
"PfSEA_1.23","23(1,G3)","NS1043",7.40913644392013,1000,"PfSEA","p1_copy.csv","",NA,3.49650756146648,8.29554851622576,3.512496802758,7.64023618090648,"",0.883822724742877,3.512496802758,7.64023618090648
"PfSEA_1.24","24(1,H3)","NS1115",5.61677109766657,1000,"PfSEA","p1_copy.csv","",NA,3.49650756146648,8.29554851622576,3.512496802758,7.64023618090648,"",0.127161446396219,3.512496802758,7.64023618090648
"PfSEA_1.25","25(1,A4)","NS2075",6.18208490671663,1000,"PfSEA","p1_copy.csv","",NA,3.49650756146648,8.29554851622576,3.512496802758,7.64023618090648,"",0.207096375401492,3.512496802758,7.64023618090648
"PfSEA_1.26","26(1,B4)","NS2280",7.8811822022271,1000,"PfSEA","p1_copy.csv","",NA,3.49650756146648,8.29554851622576,3.512496802758,7.64023618090648,"above_upper_bound",1.36710932270036,3.512496802758,7.64023618090648
"PfSEA_1.27","27(1,C4)","NS2012",5.84643877505772,1000,"PfSEA","p1_copy.csv","",NA,3.49650756146648,8.29554851622576,3.512496802758,7.64023618090648,"",0.154170068847059,3.512496802758,7.64023618090648
"PfSEA_1.28","28(1,D4)","NS1053",4.79579054559674,1000,"PfSEA","p1_copy.csv","",NA,3.49650756146648,8.29554851622576,3.512496802758,7.64023618090648,"",0.0647619604824888,3.512496802758,7.64023618090648
"PfSEA_1.29","29(1,E4)","NS1192",7.61972421378267,1000,"PfSEA","p1_copy.csv","",NA,3.49650756146648,8.29554851622576,3.512496802758,7.64023618090648,"",1.30922058194087,3.512496802758,7.64023618090648
